Rec No	Cod Imput	Tipo Movim	Fecha Comprob	Periodo Contable	Num Comprob	Descripcion	Importe	Actividad	Tipo Proveedor	Cod Provincia	Nro Ordenpago	Memo
1669	90,103	Facturas Cuenta Corriente	79,188	79,200	7,674	COMERCIAL EUSEBIA S.A.	27,028.36	0	2	13	0	
1670	58	Facturas Cuenta Corriente	79,188	79,200	7,674	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1671	90,494	Facturas Cuenta Corriente	79,188	79,200	7,674	COMERCIAL EUSEBIA S.A.	1,400.00	0	2	13	0	
1672	90,497	Facturas Cuenta Corriente	79,189	79,200	7,704	COMERCIAL EUSEBIA S.A.	13,440.00	0	2	13	0	
1673	155	Facturas Cuenta Corriente	79,192	79,200	7,721	COMERCIAL EUSEBIA S.A.	31,325.93	0	2	13	0	
1674	53	Facturas Cuenta Corriente	79,192	79,200	7,721	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1675	10,173	Facturas Cuenta Corriente	79,192	79,200	7,721	COMERCIAL EUSEBIA S.A.	2,640.00	0	2	13	0	
1676	10,304	Facturas Cuenta Corriente	79,192	79,200	7,721	COMERCIAL EUSEBIA S.A.	5,112.53	0	2	13	0	
1677	90,485	Facturas Cuenta Corriente	79,194	79,200	7,775	COMERCIAL EUSEBIA S.A.	11,868.12	0	2	13	0	
1678	155	Facturas Cuenta Corriente	79,197	79,200	7,831	COMERCIAL EUSEBIA S.A.	36,829.94	0	2	13	0	
1679	90,103	Facturas Cuenta Corriente	79,197	79,200	7,831	COMERCIAL EUSEBIA S.A.	16,678.35	0	2	13	0	
1680	53	Facturas Cuenta Corriente	79,197	79,200	7,831	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1681	58	Facturas Cuenta Corriente	79,197	79,200	7,831	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1682	10,304	Facturas Cuenta Corriente	79,197	79,200	7,831	COMERCIAL EUSEBIA S.A.	1,698.40	0	2	13	0	
1683	10,181	Facturas Cuenta Corriente	79,203	79,230	7,887	COMERCIAL EUSEBIA S.A.	8,750.00	0	2	13	0	
1684	155	Facturas Cuenta Corriente	79,203	79,230	7,887	COMERCIAL EUSEBIA S.A.	34,764.71	0	2	13	0	
1685	53	Facturas Cuenta Corriente	79,203	79,230	7,887	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1686	10,173	Facturas Cuenta Corriente	79,200	79,200	7,880	COMERCIAL EUSEBIA S.A.	1,056.00	0	2	13	0	
1687	90,502	Nota de Débito	79,182	79,200	221	COMERCIAL EUSEBIA S.A.	4,239.53	0	2	13	0	
1688	90,502	Nota de Débito	79,011	79,170	142	COMERCIAL EUSEBIA S.A.	9,563.67	0	2	13	0	
1689	90,502	Nota de Débito	79,167	79,170	209	COMERCIAL EUSEBIA S.A.	19,894.33	0	2	13	0	
1690	90,502	Nota de Débito	79,173	79,200	216	COMERCIAL EUSEBIA S.A.	19,858.79	0	2	13	0	
1691	10,228	Orden de Pago	79,201	79,201	319	COMERCIAL EUSEBIA S.A.	77,581.36	0	2	13	319	
1692	10,228	Orden de Pago	79,201	79,201	320	COMERCIAL EUSEBIA S.A.	96,297.81	0	2	13	320	
1693	10,228	Orden de Pago	79,211	79,211	321	COMERCIAL EUSEBIA S.A.	10,802.88	0	2	13	321	
1694	10,228	Orden de Pago	79,211	79,211	322	COMERCIAL EUSEBIA S.A.	86,290.34	0	2	13	322	
1695	10,228	Orden de Pago	79,211	79,211	323	COMERCIAL EUSEBIA S.A.	49,329.72	0	2	13	323	
1696	10,228	Orden de Pago	79,211	79,211	324	COMERCIAL EUSEBIA S.A.	16,262.40	0	2	13	324	
1697	10,228	Orden de Pago	79,211	79,211	325	COMERCIAL EUSEBIA S.A.	132,819.94	0	2	13	325	
1698	10,228	Orden de Pago	79,211	79,211	326	COMERCIAL EUSEBIA S.A.	53,814.40	0	2	13	326	
1699	100,076	Facturas Cuenta Corriente	79,195	79,200	699	GIORDANO RAUL NORBERTO	1,157.98	0	11	13	0	
1700	100,076	Facturas Cuenta Corriente	79,195	79,200	700	GIORDANO RAUL NORBERTO	627.9	0	11	13	0	
1701	24	Facturas Cuenta Corriente	79,199	79,200	357	BELTRAMINO EDUARDO N	3,200.00	0	18	13	0	
1702	100,076	Facturas Cuenta Corriente	79,215	79,230	1,030	Luis E. Dardatti	8,484.73	0	28	13	0	
1703	10,010	Facturas Cuenta Corriente	79,192	79,200	3,677	TORRAZA LUIS ORDEÑADORAS	14,436.36	0	15	115	0	
1704	10,228	Orden de Pago	79,218	79,218	327	BELTRAMINO EDUARDO N	3,200.00	0	18	13	327	
1705	10,228	Orden de Pago	79,218	79,218	328	GIORDANO RAUL NORBERTO	2,160.92	0	11	13	328	
1706	10,228	Orden de Pago	79,218	79,218	329	Luis E. Dardatti	10,266.52	0	28	13	329	
1707	10,228	Orden de Pago	79,218	79,218	330	TORRAZA LUIS ORDEÑADORAS	17,468.00	0	15	115	330	
1708	90,301	Factura Cuenta Corriente	79,193	79,200	421	COOP AGR.GANAD.BDO.DE YRIGOYEN	102,287.75	2	4	200	0	
1709	60,607	Cobranza	79,228	79,228	46	COOP AGR.GANAD.BDO.DE YRIGOYEN	99,963.75	0	4	200	46	
1710	10,041	Ventas Cuenta Corriente	79,200	79,200	363	PEIRETTI MIGUEL S.R.L.	902,264.28	0	3	96	0	
1711	60,607	Cobranza	79,228	79,228	47	PEIRETTI MIGUEL S.R.L.	1,082,717.14	0	3	96	47	
1712	80,304	Facturas Cuenta Corriente	79,199	79,200	1,270	BYJ COMBUSTIBLES SRL	936.1	0	5	4	0	
1713	80,304	Facturas Cuenta Corriente	79,149	79,170	80,151	OPER.DE ESTAC.DE SERV. SA	419.33	0	5	252	0	
1714	80,304	Facturas Cuenta Corriente	79,186	79,200	82,427	OPER.DE ESTAC.DE SERV. SA	520.82	0	5	252	0	
1715	80,304	Facturas Cuenta Corriente	79,174	79,200	81,649	OPER.DE ESTAC.DE SERV. SA	474.05	0	5	252	0	
1716	70,301	Facturas Cuenta Corriente	79,186	79,200	3,378	YPF HUGO MANCINI	13,013.14	0	5	13	0	
1717	100,052	Facturas Cuenta Corriente	79,192	79,200	1,322,882	SENASA	178	0	19	252	0	
1718	10,008	Facturas Cuenta Corriente	79,186	79,200	145	SANTA CRUZ DANIEL DOMINGO	66,011.00	0	7	13	0	
1719	100,075	Facturas Cuenta Corriente	79,173	79,200	391	ANDRETICH HUGO A	1,250.00	0	8	252	0	
1720	90,456	Facturas Cuenta Corriente	79,170	79,200	7,019,824	SANCOR SEGUROS	537.36	0	14	18	0	
1721	70,302	Facturas Cuenta Corriente	79,142	79,170	7,183,192	SANCOR SEGUROS	488.67	0	14	18	0	
1722	100,077	Facturas Cuenta Corriente	79,154	79,170	5,626,388	SANCOR SEGUROS	293.03	0	14	18	0	
1723	100,077	Facturas Cuenta Corriente	79,154	79,170	5,157,929	SANCOR SEGUROS	261.77	0	14	18	0	
1724	100,077	Facturas Cuenta Corriente	79,154	79,170	5,213,961	SANCOR SEGUROS	261.77	0	14	18	0	
1725	100,077	Facturas Cuenta Corriente	79,154	79,170	5,272,029	SANCOR SEGUROS	261.77	0	14	18	0	
1726	100,077	Facturas Cuenta Corriente	79,154	79,170	5,272,030	SANCOR SEGUROS	261.77	0	14	18	0	
1727	100,088	Facturas Cuenta Corriente	79,152	79,170	159,710	SANCOR SEGUROS	955	0	14	18	0	
1731	205	Facturas Cuenta Corriente	79,190	79,200	22,493	INSUPEC SA	4,943.60	0	31	252	0	
1732	205	Facturas Cuenta Corriente	79,194	79,200	22,613	INSUPEC SA	410	0	31	252	0	
1733	205	Nota de Crédito	79,194	79,200	1,796	INSUPEC SA	1,122.55	0	31	252	0	
1734	100,074	Facturas Cuenta Corriente	79,187	79,200	17	CASTELLARI Fer. Y PONS EDITA	151,334.71	0	6	13	0	
1735	10,313	Facturas Cuenta Corriente	79,182	79,200	167	PUSSETTO JORGE Y KESSEL CRISTI	107,200.00	0	18	13	0	
1736	100,076	Facturas Cuenta Corriente	79,200	79,200	639	FERRETERIA LA TUERCA FLOJA	12,185.13	0	10	13	0	
1737	10,010	Facturas Cuenta Corriente	79,168	79,170	1,156	INSUTAMBO AYR	445.5	0	13	253	0	
1738	10,010	Facturas Cuenta Corriente	79,174	79,200	870	TALLER METALURGICO LOPEZ	2,596.72	0	17	13	0	
1739	150	Facturas Cuenta Corriente	79,182	79,200	2,676,076	EPE	7,152.17	0	25	208	0	
1740	10,187	Facturas Cuenta Corriente	79,182	79,200	2,676,077	EPE	2,993.18	0	25	208	0	
1741	100,086	Facturas Cuenta Corriente	79,171	79,200	1,001	BANCO DE SANTA FE	2,039.10	0	16	252	0	
1742	10,228	Orden de Pago	79,228	79,228	331	ANDRETICH HUGO A	1,250.00	0	8	252	331	
1743	10,228	Orden de Pago	79,228	79,228	332	BANCO DE SANTA FE	13,505.88	0	16	252	332	
1744	10,228	Orden de Pago	79,228	79,228	333	BYJ COMBUSTIBLES SRL	1,480.15	0	5	4	333	
1745	10,228	Orden de Pago	79,228	79,228	334	CASTELLARI Fer. Y PONS EDITA	183,115.00	0	6	13	334	
1746	10,228	Orden de Pago	79,228	79,228	335	EPE	13,281.73	0	25	208	335	
1747	10,228	Orden de Pago	79,228	79,228	336	FERRETERIA LA TUERCA FLOJA	14,744.01	0	10	13	336	
1748	10,228	Orden de Pago	79,228	79,228	337	GIORDANO RAUL NORBERTO	2,160.92	0	11	13	337	
1749	10,228	Orden de Pago	79,228	79,228	338	INSUPEC SA	5,119.57	0	31	252	338	
1750	10,228	Orden de Pago	79,228	79,228	339	INSUTAMBO AYR	539.06	0	13	253	339	
1751	10,228	Orden de Pago	79,228	79,228	340	OPER.DE ESTAC.DE SERV. SA	2,090.12	0	5	252	340	
1752	10,228	Orden de Pago	79,228	79,228	341	PUSSETTO JORGE Y KESSEL CRISTI	129,712.00	0	18	13	341	
1753	10,228	Orden de Pago	79,228	79,228	342	SANCOR SEGUROS	3,977.01	0	14	18	342	
1754	10,228	Orden de Pago	79,228	79,228	343	SANTA CRUZ DANIEL DOMINGO	66,011.00	0	7	13	343	
1755	10,228	Orden de Pago	79,228	79,228	344	SENASA	178	0	19	252	344	
1756	10,228	Orden de Pago	79,228	79,228	345	TALLER METALURGICO LOPEZ	3,142.03	0	17	13	345	
1757	10,228	Orden de Pago	79,228	79,228	346	TORRAZA LUIS ORDEÑADORAS	17,468.00	0	15	115	346	
1758	10,228	Orden de Pago	79,228	79,228	348	YPF HUGO MANCINI	19,740.00	0	5	13	348	
1759	80,304	Facturas Cuenta Corriente	79,231	79,261	3,007	BYJ COMBUSTIBLES SRL	1,034.07	0	5	4	0	
1760	204	Facturas Cuenta Corriente	79,189	79,200	31	BELTRAMINO AGROPECUARIA S.A.	59,370.40	0	18	13	0	
1761	80,304	Facturas Cuenta Corriente	79,229	79,230	85,007	OPER.DE ESTAC.DE SERV. SA	446.18	0	5	252	0	
1762	31,001	Facturas Cuenta Corriente	79,216	79,230	921	TALLER METALURGICO LOPEZ	2,253.82	0	17	13	0	
1763	90,301	Factura Cuenta Corriente	79,193	79,200	481	COOP AGR.GANAD.BDO.DE YRIGOYEN	102,287.75	2	4	200	0	
1764	60,607	Cobranza	79,233	79,233	48	COOP AGR.GANAD.BDO.DE YRIGOYEN	99,963.75	0	4	200	48	
1765	155	Facturas Cuenta Corriente	79,208	79,230	7,934	COMERCIAL EUSEBIA S.A.	31,666.86	0	2	13	0	
1766	53	Facturas Cuenta Corriente	79,208	79,230	7,934	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1767	10,173	Facturas Cuenta Corriente	79,208	79,230	7,934	COMERCIAL EUSEBIA S.A.	3,520.00	0	2	13	0	
1768	10,304	Facturas Cuenta Corriente	79,208	79,230	7,934	COMERCIAL EUSEBIA S.A.	21,953.52	0	2	13	0	
1769	10,194	Facturas Cuenta Corriente	79,208	79,230	7,934	COMERCIAL EUSEBIA S.A.	2,906.75	0	2	13	0	
1770	155	Facturas Cuenta Corriente	79,213	79,230	7,986	COMERCIAL EUSEBIA S.A.	51,248.30	0	2	13	0	
1771	90,103	Facturas Cuenta Corriente	79,213	79,230	7,986	COMERCIAL EUSEBIA S.A.	16,011.22	0	2	13	0	
1772	53	Facturas Cuenta Corriente	79,213	79,230	7,986	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1773	58	Facturas Cuenta Corriente	79,213	79,230	7,986	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1774	10,173	Facturas Cuenta Corriente	79,213	79,230	7,986	COMERCIAL EUSEBIA S.A.	2,112.00	0	2	13	0	
1775	10,305	Facturas Cuenta Corriente	79,214	79,230	8,016	COMERCIAL EUSEBIA S.A.	3,495.19	0	2	13	0	
1776	10,173	Facturas Cuenta Corriente	79,214	79,230	8,016	COMERCIAL EUSEBIA S.A.	2,640.00	0	2	13	0	
1777	90,502	Nota de Débito	79,216	79,230	241	COMERCIAL EUSEBIA S.A.	2,566.95	0	2	13	0	
1778	90,502	Nota de Débito	79,216	79,230	242	COMERCIAL EUSEBIA S.A.	7,089.79	0	2	13	0	
1779	90,103	Facturas Cuenta Corriente	79,221	79,230	8,073	COMERCIAL EUSEBIA S.A.	17,924.11	0	2	13	0	
1780	155	Facturas Cuenta Corriente	79,221	79,230	8,073	COMERCIAL EUSEBIA S.A.	53,772.47	0	2	13	0	
1781	53	Facturas Cuenta Corriente	79,221	79,230	8,073	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1782	58	Facturas Cuenta Corriente	79,221	79,230	8,073	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1783	10,004	Facturas Cuenta Corriente	79,221	79,230	8,073	COMERCIAL EUSEBIA S.A.	11,172.00	0	2	13	0	
1784	20,404	Facturas Cuenta Corriente	79,221	79,230	8,073	COMERCIAL EUSEBIA S.A.	2,050.00	0	2	13	0	
1785	53	Facturas Cuenta Corriente	79,221	79,230	8,073	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1786	155	Facturas Cuenta Corriente	79,224	79,230	8,131	COMERCIAL EUSEBIA S.A.	50,024.46	0	2	13	0	
1787	53	Facturas Cuenta Corriente	79,224	79,230	8,131	COMERCIAL EUSEBIA S.A.	1,920.00	0	2	13	0	
1788	10,305	Facturas Cuenta Corriente	79,224	79,230	8,131	COMERCIAL EUSEBIA S.A.	7,306.86	0	2	13	0	
1789	10,194	Facturas Cuenta Corriente	79,224	79,230	8,131	COMERCIAL EUSEBIA S.A.	2,906.75	0	2	13	0	
1790	155	Facturas Cuenta Corriente	79,230	79,230	8,193	COMERCIAL EUSEBIA S.A.	35,873.81	0	2	13	0	
1791	53	Facturas Cuenta Corriente	79,230	79,230	8,193	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1792	10,304	Facturas Cuenta Corriente	79,230	79,230	8,193	COMERCIAL EUSEBIA S.A.	14,499.57	0	2	13	0	
1793	10,173	Facturas Cuenta Corriente	79,234	79,261	8,229	COMERCIAL EUSEBIA S.A.	2,376.00	0	2	13	0	
1794	90,103	Facturas Cuenta Corriente	79,237	79,261	8,238	COMERCIAL EUSEBIA S.A.	15,855.73	0	2	13	0	
1795	155	Facturas Cuenta Corriente	79,237	79,261	8,238	COMERCIAL EUSEBIA S.A.	63,142.50	0	2	13	0	
1796	53	Facturas Cuenta Corriente	79,237	79,261	8,238	COMERCIAL EUSEBIA S.A.	1,920.00	0	2	13	0	
1797	58	Facturas Cuenta Corriente	79,237	79,261	8,238	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1798	10,004	Facturas Cuenta Corriente	79,237	79,261	8,238	COMERCIAL EUSEBIA S.A.	2,116.80	0	2	13	0	
1799	10,004	Facturas Cuenta Corriente	79,242	79,261	8,290	COMERCIAL EUSEBIA S.A.	2,401.84	0	2	13	0	
1800	53	Facturas Cuenta Corriente	79,242	79,261	8,290	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1801	155	Facturas Cuenta Corriente	79,242	79,261	8,290	COMERCIAL EUSEBIA S.A.	27,651.14	0	2	13	0	
1802	155	Facturas Cuenta Corriente	79,245	79,261	8,361	COMERCIAL EUSEBIA S.A.	35,491.36	0	2	13	0	
1803	53	Facturas Cuenta Corriente	79,245	79,261	8,361	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1804	100,076	Facturas Cuenta Corriente	79,239	79,261	697	FERRETERIA LA TUERCA FLOJA	1,239.00	0	10	13	0	
1805	100,076	Facturas Cuenta Corriente	79,228	79,230	800	GIORDANO RAUL NORBERTO	1,827.28	0	11	13	0	
1806	100,076	Facturas Cuenta Corriente	79,228	79,230	801	GIORDANO RAUL NORBERTO	1,749.78	0	11	13	0	
1807	201	Facturas Cuenta Corriente	79,214	79,230	365	PIOVANO DANILO PABLO	5,400.00	0	18	13	0	
1808	205	Facturas Cuenta Corriente	79,214	79,230	365	PIOVANO DANILO PABLO	6,246.59	0	18	13	0	
1809	201	Facturas Cuenta Corriente	79,237	79,261	379	PIOVANO DANILO PABLO	12,000.00	0	18	13	0	
1810	205	Facturas Cuenta Corriente	79,237	79,261	379	PIOVANO DANILO PABLO	10,477.66	0	18	13	0	
1812	10,143	Facturas Cuenta Corriente	79,231	79,261	3,981	FESSIA VITO P MAQUINARIAS	3,286.69	0	17	111	0	
1814	10,228	Orden de Pago	79,237	79,237	350	FESSIA VITO P MAQUINARIAS	3,976.89	0	17	111	350	
1815	10,228	Orden de Pago	79,245	79,245	351	BYJ COMBUSTIBLES SRL	1,634.98	0	5	4	351	
1816	10,228	Orden de Pago	79,245	79,245	352	CORREO ANDREANI S.A.	470	0	12	252	352	
1817	10,228	Orden de Pago	79,245	79,245	353	OPER.DE ESTAC.DE SERV. SA	650.03	0	5	252	353	
1818	24	Facturas Cuenta Corriente	79,246	79,261	373	BELTRAMINO EDUARDO N	3,200.00	0	18	13	0	
1819	10,041	Ventas Cuenta Corriente	79,230	79,230	402	PEIRETTI MIGUEL S.R.L.	834,235.20	0	3	96	0	
1820	60,607	Cobranza	79,253	79,253	49	PEIRETTI MIGUEL S.R.L.	1,001,082.24	0	3	96	49	
1821	90,301	Factura Cuenta Corriente	79,214	79,230	542	COOP AGR.GANAD.BDO.DE YRIGOYEN	31,288.92	2	4	200	0	
1822	100,050	Factura Cuenta Corriente	79,214	79,230	562	COOP AGR.GANAD.BDO.DE YRIGOYEN	212,287.14	2	4	200	0	
1823	60,607	Cobranza	79,253	79,253	50	COOP AGR.GANAD.BDO.DE YRIGOYEN	205,639.06	0	4	200	50	
1824	60,607	Cobranza	79,253	79,253	51	COOP AGR.GANAD.BDO.DE YRIGOYEN	24,950.60	0	4	200	51	
1825	80,304	Facturas Cuenta Corriente	79,211	79,230	83,876	OPER.DE ESTAC.DE SERV. SA	565.74	0	5	252	0	
1826	80,304	Facturas Cuenta Corriente	79,219	79,230	2,471	BYJ COMBUSTIBLES SRL	741.36	0	5	4	0	
1828	80,304	Facturas Cuenta Corriente	79,202	79,230	1,223	BYJ COMBUSTIBLES SRL	885.69	0	5	4	0	
1829	100,052	Facturas Cuenta Corriente	79,213	79,230	13,331,062	SENASA	418	0	19	252	0	
1830	100,052	Facturas Cuenta Corriente	79,213	79,230	13,331,046	SENASA	66	0	19	252	0	
1831	10,008	Facturas Cuenta Corriente	79,217	79,230	146	SANTA CRUZ DANIEL DOMINGO	72,181.00	0	7	13	0	
1832	100,075	Facturas Cuenta Corriente	79,207	79,230	427	ANDRETICH HUGO A	1,250.00	0	8	252	0	
1833	60,602	Facturas Cuenta Corriente	79,230	79,230	106	FORNARI PEDRO EMILIO	16,387.00	0	9	252	0	
1834	60,602	Facturas Cuenta Corriente	79,230	79,230	107	FORNARI PEDRO EMILIO	16,387.00	0	9	252	0	
1835	60,602	Facturas Cuenta Corriente	79,230	79,230	108	FORNARI PEDRO EMILIO	16,387.00	0	9	252	0	
1836	90,456	Facturas Cuenta Corriente	79,205	79,230	7,183,192	SANCOR SEGUROS	517.15	0	14	18	0	
1837	90,456	Facturas Cuenta Corriente	79,205	79,230	7,183,192	SANCOR SEGUROS	517.15	0	14	18	0	
1838	100,077	Facturas Cuenta Corriente	79,215	79,230	5,627,388	SANCOR SEGUROS	293.03	0	14	18	0	
1839	100,077	Facturas Cuenta Corriente	79,215	79,230	5,627,388	SANCOR SEGUROS	293.03	0	14	18	0	
1840	100,077	Facturas Cuenta Corriente	79,176	79,200	5,882,889	SANCOR SEGUROS	261.77	0	14	18	0	
1841	100,077	Facturas Cuenta Corriente	79,215	79,230	5,213,961	SANCOR SEGUROS	261.77	0	14	18	0	
1842	100,077	Facturas Cuenta Corriente	79,215	79,230	5,213,961	SANCOR SEGUROS	261.77	0	14	18	0	
1843	100,077	Facturas Cuenta Corriente	79,215	79,230	5,272,029	SANCOR SEGUROS	261.77	0	14	18	0	
1844	100,077	Facturas Cuenta Corriente	79,215	79,230	5,272,029	SANCOR SEGUROS	261.77	0	14	18	0	
1845	100,077	Facturas Cuenta Corriente	79,215	79,230	5,272,030	SANCOR SEGUROS	261.77	0	14	18	0	
1846	100,077	Facturas Cuenta Corriente	79,215	79,230	5,272,030	SANCOR SEGUROS	261.77	0	14	18	0	
1847	100,088	Facturas Cuenta Corriente	79,213	79,230	251,353	SANCOR SEGUROS	955	0	14	18	0	
1848	100,088	Facturas Cuenta Corriente	79,213	79,230	251,353	SANCOR SEGUROS	955	0	14	18	0	
1849	100,077	Facturas Cuenta Corriente	79,184	79,201	5,157,929	SANCOR SEGUROS	261.77	0	14	18	0	
1850	90,456	Facturas Cuenta Corriente	79,205	79,230	7,019,824	SANCOR SEGUROS	564.74	0	14	18	0	
1851	70,771	Facturas Cuenta Corriente	79,221	79,230	3,970	CORREO ANDREANI S.A.	388.43	0	12	252	0	
1852	209	Facturas Cuenta Corriente	79,210	79,230	2,802	FUNDACION CASTELLANOS	13,826.00	0	27	252	0	
1853	100,074	Facturas Cuenta Corriente	79,217	79,230	18	CASTELLARI Fer. Y PONS EDITA	151,066.12	0	6	13	0	
1855	100,093	Facturas Cuenta Corriente	79,201	79,230	2,403,448	ADT Security Services SA	618.02	0	18	73	0	
1856	100,084	Facturas Cuenta Corriente	79,203	79,230	173	PUSSETTO JORGE Y KESSEL CRISTI	225,640.00	0	18	13	0	
1858	100,086	Facturas Cuenta Corriente	79,230	79,230	3,011	BANCO DE SANTA FE	1,322.60	0	16	252	0	
1859	10,244	Facturas Cuenta Corriente	79,250	79,261	8,387	COMERCIAL EUSEBIA S.A.	23,970.00	0	2	13	0	
1860	10,801	Facturas Cuenta Corriente	79,250	79,261	8,387	COMERCIAL EUSEBIA S.A.	1,800.00	0	2	13	0	
1861	155	Facturas Cuenta Corriente	79,250	79,261	8,388	COMERCIAL EUSEBIA S.A.	35,300.14	0	2	13	0	
1862	90,103	Facturas Cuenta Corriente	79,250	79,261	8,388	COMERCIAL EUSEBIA S.A.	16,023.86	0	2	13	0	
1863	53	Facturas Cuenta Corriente	79,250	79,261	8,388	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1864	58	Facturas Cuenta Corriente	79,250	79,261	8,388	COMERCIAL EUSEBIA S.A.	960	0	2	13	0	
1865	10,018	Facturas Cuenta Corriente	79,250	79,261	8,388	COMERCIAL EUSEBIA S.A.	1,663.20	0	2	13	0	
1866	10,228	Orden de Pago	79,253	79,253	354	ADT Security Services SA	747.8	0	18	73	354	
1867	10,228	Orden de Pago	79,253	79,253	355	ANDRETICH HUGO A	1,250.00	0	8	252	355	
1868	10,228	Orden de Pago	79,253	79,253	356	BANCO DE SANTA FE	15,439.51	0	16	252	356	
1869	10,228	Orden de Pago	79,249	79,249	357	BELTRAMINO AGROPECUARIA S.A.	65,604.29	0	18	13	357	
1870	10,228	Orden de Pago	79,253	79,253	358	BYJ COMBUSTIBLES SRL	2,572.61	0	5	4	358	
1871	10,228	Orden de Pago	79,253	79,253	359	CASTELLARI Fer. Y PONS EDITA	182,790.01	0	6	13	359	
1872	10,228	Orden de Pago	79,253	79,253	360	CORREO ANDREANI S.A.	470	0	12	252	360	
1873	10,228	Orden de Pago	79,253	79,253	361	FORNARI PEDRO EMILIO	49,161.00	0	9	252	361	
1874	10,228	Orden de Pago	79,253	79,253	362	OPER.DE ESTAC.DE SERV. SA	1,470.10	0	5	252	362	
1875	10,228	Orden de Pago	79,253	79,253	363	PUSSETTO JORGE Y KESSEL CRISTI	273,024.40	0	18	13	363	
1876	10,228	Orden de Pago	79,253	79,253	364	SANCOR SEGUROS	7,315.01	0	14	18	364	
1877	10,228	Orden de Pago	79,253	79,253	365	SANTA CRUZ DANIEL DOMINGO	72,181.00	0	7	13	365	
1878	10,228	Orden de Pago	79,253	79,253	366	SENASA	484	0	19	252	366	
1879	10,228	Orden de Pago	79,231	79,231	367	TALLER METALURGICO LOPEZ	2,727.12	0	17	13	367	
1880	10,228	Orden de Pago	79,249	79,249	368	PIOVANO DANILO PABLO	14,092.37	0	18	13	368	
1881	10,228	Orden de Pago	79,256	79,256	369	BELTRAMINO AGROPECUARIA S.A.	92,820.00	0	18	13	369	
1882	10,228	Orden de Pago	79,256	79,256	370	Luis E. Dardatti	10,266.52	0	28	13	370	
1883	10,228	Orden de Pago	79,256	79,256	371	PIOVANO DANILO PABLO	27,197.97	0	18	13	371	
1884	60,501	Facturas Cuenta Corriente	79,252	79,261	1,293	Morandini Mariana Y Morandini	809.9	0	24	252	0	
1885	10,239	Facturas Cuenta Corriente	79,256	79,261	8,422	COMERCIAL EUSEBIA S.A.	18,645.12	0	2	13	0	
1886	10,801	Facturas Cuenta Corriente	79,256	79,261	8,422	COMERCIAL EUSEBIA S.A.	1,747.98	0	2	13	0	
1887	10,228	Orden de Pago	79,257	79,257	372	FUNDACION CASTELLANOS	13,826.00	0	27	252	372	
1888	10,228	Orden de Pago	79,257	79,257	373	Morandini Mariana Y Morandini	979.98	0	24	252	373	
1889	10,228	Orden de Pago	79,259	79,259	374	BELTRAMINO EDUARDO N	3,200.00	0	18	13	374	
1890	10,228	Orden de Pago	79,259	79,259	375	FERRETERIA LA TUERCA FLOJA	1,499.19	0	10	13	375	
1891	10,228	Orden de Pago	79,260	79,260	376	COMERCIAL EUSEBIA S.A.	588,621.40	0	2	13	376	
1892	10,706	Ventas Cuenta Corriente	79,245	79,261	9,604,304	COMERCIAL EUSEBIA S.A.	789,231.91	0	29	13	0	
1893	100,094	Facturas Cuenta Corriente	79,245	79,261	44,537,534	COMERCIAL EUSEBIA S.A.	181,649.03	0	2	13	0	
1894	60,607	Cobranza	79,260	79,260	52	COMERCIAL EUSEBIA S.A.	670,847.12	0	29	13	52	
1895	10,228	Orden de Pago	79,260	79,260	377	COMERCIAL EUSEBIA S.A.	82,225.72	0	2	13	377	
1896	90,502	Nota de Crédito	79,249	79,261	279	COMERCIAL EUSEBIA S.A.	19,858.79	0	2	13	0	
1897	90,301	Factura Cuenta Corriente	79,242	79,261	612	COOP AGR.GANAD.BDO.DE YRIGOYEN	241,968.49	2	4	200	0	
1898	60,607	Cobranza	79,260	79,260	53	COOP AGR.GANAD.BDO.DE YRIGOYEN	227,170.56	0	4	200	53	
1899	80,304	Facturas Cuenta Corriente	79,260	79,261	84,161	OPER.DE ESTAC.DE SERV. SA	1,060.88	0	5	252	0	
1900	100,078	Facturas Cuenta Corriente	79,258	79,261	3,700	YPF HUGO MANCINI	30,753.55	0	5	13	0	
1901	80,304	Facturas Cuenta Corriente	79,257	79,261	86,839	OPER.DE ESTAC.DE SERV. SA	458.67	0	5	252	0	
1902	80,304	Facturas Cuenta Corriente	79,243	79,261	85,908	OPER.DE ESTAC.DE SERV. SA	547.64	0	5	252	0	
